pcak,k,mode,opa,q,nms,nsel,prec,rec,nvis
24,5,crease,0.10,0.25,0.9,32924,0.4206,0.9349,18406
24,5,crease,0.10,0.25,0.7,21208,0.4148,0.8955,11892
24,5,crease,0.10,0.40,off,34130,0.4458,0.9033,19386
24,5,crease,0.10,0.40,0.9,27134,0.4447,0.8866,15376
24,5,crease,0.10,0.40,0.7,17983,0.4417,0.8477,10201
24,5,crease,0.10,0.55,off,25598,0.4478,0.8264,14705
24,5,crease,0.10,0.55,0.9,21037,0.4478,0.8122,12036
24,5,crease,0.10,0.55,0.7,14522,0.4479,0.7765,8321
24,5,crease,0.10,0.65,off,19910,0.4493,0.7625,11572
24,5,crease,0.10,0.65,0.9,16771,0.4491,0.7484,9700
24,5,crease,0.10,0.65,0.7,11981,0.4493,0.7148,6934
24,5,crease,0.10,0.75,off,14221,0.4491,0.6676,8297
24,5,crease,0.10,0.75,0.9,12237,0.4513,0.6538,7101
24,5,crease,0.10,0.75,0.7,9180,0.4502,0.6238,5341
24,5,crease,0.30,0.25,off,23979,0.4636,0.8894,13237
24,5,crease,0.30,0.25,0.9,20313,0.4572,0.8747,11220
24,5,crease,0.30,0.25,0.7,15109,0.4472,0.8427,8373
24,5,crease,0.30,0.40,off,19184,0.4768,0.8299,10712
24,5,crease,0.30,0.40,0.9,16574,0.4718,0.8147,9246
24,5,crease,0.30,0.40,0.7,12586,0.4663,0.7867,7037
24,5,crease,0.30,0.55,off,14388,0.4718,0.7570,8168
24,5,crease,0.30,0.55,0.9,12704,0.4690,0.7456,7191
24,5,crease,0.30,0.55,0.7,9941,0.4646,0.7228,5637
24,5,crease,0.30,0.65,off,11191,0.4750,0.6721,6416
24,5,crease,0.30,0.65,0.9,10014,0.4722,0.6619,5713
24,5,crease,0.30,0.65,0.7,8040,0.4676,0.6372,4596
24,5,crease,0.30,0.75,off,7993,0.4741,0.5786,4589
24,5,crease,0.30,0.75,0.9,7272,0.4718,0.5694,4154
24,5,crease,0.30,0.75,0.7,6016,0.4649,0.5459,3434
24,5,crease,0.50,0.25,off,15342,0.5027,0.8020,8451
24,5,crease,0.50,0.25,0.9,13583,0.4959,0.7907,7503
24,5,crease,0.50,0.25,0.7,10823,0.4851,0.7712,5992
24,5,crease,0.50,0.40,off,12273,0.5025,0.7371,6841
24,5,crease,0.50,0.40,0.9,11024,0.4991,0.7272,6156
24,5,crease,0.50,0.40,0.7,8932,0.4908,0.7064,4998
24,5,crease,0.50,0.55,off,9205,0.5012,0.6560,5216
24,5,crease,0.50,0.55,0.9,8403,0.4994,0.6468,4760
24,5,crease,0.50,0.55,0.7,6961,0.4933,0.6279,3955
24,5,crease,0.50,0.65,off,7160,0.5037,0.5730,4078
24,5,crease,0.50,0.65,0.9,6613,0.5018,0.5654,3757
24,5,crease,0.50,0.65,0.7,5602,0.4957,0.5479,3192
24,5,crease,0.50,0.75,off,5114,0.5029,0.4944,2940
24,5,crease,0.50,0.75,0.9,4772,0.5021,0.4885,2736
24,5,crease,0.50,0.75,0.7,4142,0.4966,0.4709,2377
24,5,crease,0.60,0.25,off,12285,0.5205,0.7527,6785
24,5,crease,0.60,0.25,0.9,11041,0.5135,0.7416,6105
24,5,crease,0.60,0.25,0.7,9036,0.5020,0.7229,5020
24,5,crease,0.60,0.40,off,9828,0.5162,0.6865,5493
24,5,crease,0.60,0.40,0.9,8940,0.5122,0.6775,4993
24,5,crease,0.60,0.40,0.7,7426,0.5016,0.6599,4171
24,5,crease,0.60,0.55,off,7371,0.5171,0.6035,4189
24,5,crease,0.60,0.55,0.9,6810,0.5151,0.5938,3863
24,5,crease,0.60,0.55,0.7,5766,0.5058,0.5771,3281
24,5,crease,0.60,0.65,off,5733,0.5194,0.5220,3268
24,5,crease,0.60,0.65,0.9,5354,0.5179,0.5161,3040
24,5,crease,0.60,0.65,0.7,4601,0.5099,0.5004,2622
24,5,crease,0.60,0.75,off,4095,0.5146,0.4398,2360
24,5,crease,0.60,0.75,0.9,3861,0.5141,0.4347,2216
24,5,crease,0.60,0.75,0.7,3413,0.5057,0.4220,1958
24,5,crease,0.70,0.25,off,9835,0.5353,0.7010,5439
24,5,crease,0.70,0.25,0.9,8974,0.5300,0.6914,4967
24,5,crease,0.70,0.25,0.7,7536,0.5186,0.6733,4182
24,5,crease,0.70,0.40,off,7868,0.5303,0.6284,4391
24,5,crease,0.70,0.40,0.9,7257,0.5266,0.6210,4047
24,5,crease,0.70,0.40,0.7,6174,0.5176,0.6053,3454
24,5,crease,0.70,0.55,off,5901,0.5299,0.5414,3355
24,5,crease,0.70,0.55,0.9,5512,0.5270,0.5351,3128
24,5,crease,0.70,0.55,0.7,4778,0.5196,0.5203,2720
24,5,crease,0.70,0.65,off,4590,0.5307,0.4688,2607
24,5,crease,0.70,0.65,0.9,4324,0.5289,0.4645,2452
24,5,crease,0.70,0.65,0.7,3804,0.5204,0.4509,2151
24,5,crease,0.70,0.75,off,3279,0.5266,0.3963,1883
24,5,crease,0.70,0.75,0.9,3120,0.5249,0.3929,1789
24,5,crease,0.70,0.75,0.7,2813,0.5172,0.3832,1609
24,5,crease,0.80,0.25,off,7674,0.5522,0.6303,4242
24,5,crease,0.80,0.25,0.9,7040,0.5478,0.6236,3903
24,5,crease,0.80,0.25,0.7,6048,0.5378,0.6124,3355
24,5,crease,0.80,0.40,off,6140,0.5451,0.5527,3443
24,5,crease,0.80,0.40,0.9,5703,0.5424,0.5460,3202
24,5,crease,0.80,0.40,0.7,4965,0.5336,0.5347,2787
24,5,crease,0.80,0.55,off,4605,0.5476,0.4694,2621
24,5,crease,0.80,0.55,0.9,4334,0.5452,0.4634,2467
24,5,crease,0.80,0.55,0.7,3824,0.5374,0.4494,2171
24,5,crease,0.80,0.65,off,3582,0.5450,0.4080,2036
24,5,crease,0.80,0.65,0.9,3390,0.5437,0.4050,1925
24,5,crease,0.80,0.65,0.7,3025,0.5359,0.3933,1705
24,5,crease,0.80,0.75,off,2558,0.5403,0.3483,1468
24,5,crease,0.80,0.75,0.9,2440,0.5394,0.3457,1398
24,5,crease,0.80,0.75,0.7,2230,0.5315,0.3373,1270
24,5,l1,0.10,0.25,off,42663,0.4236,0.9506,23906
24,5,l1,0.10,0.25,0.9,32918,0.4236,0.9349,18378
24,5,l1,0.10,0.25,0.7,21060,0.4179,0.8958,11786
24,5,l1,0.10,0.40,off,34130,0.4483,0.8956,19402
24,5,l1,0.10,0.40,0.9,27100,0.4465,0.8804,15360
24,5,l1,0.10,0.40,0.7,17811,0.4437,0.8400,10096
24,5,l1,0.10,0.55,off,25598,0.4497,0.8194,14743
24,5,l1,0.10,0.55,0.9,20967,0.4495,0.8055,12028
24,5,l1,0.10,0.55,0.7,14345,0.4484,0.7658,8242
24,5,l1,0.10,0.65,off,19910,0.4505,0.7446,11572
24,5,l1,0.10,0.65,0.9,16661,0.4498,0.7288,9646
24,5,l1,0.10,0.65,0.7,11743,0.4506,0.6947,6796
24,5,l1,0.10,0.75,off,14221,0.4493,0.6590,8296
24,5,l1,0.10,0.75,0.9,12142,0.4498,0.6445,7051
24,5,l1,0.10,0.75,0.7,8916,0.4516,0.6142,5184
24,5,l1,0.30,0.25,off,23979,0.4671,0.8819,13256
24,5,l1,0.30,0.25,0.9,20323,0.4603,0.8658,11221
24,5,l1,0.30,0.25,0.7,15073,0.4506,0.8382,8334
24,5,l1,0.30,0.40,off,19184,0.4781,0.8197,10732
24,5,l1,0.30,0.40,0.9,16558,0.4719,0.8024,9232
24,5,l1,0.30,0.40,0.7,12512,0.4658,0.7772,6982
24,5,l1,0.30,0.55,off,14388,0.4741,0.7470,8174
24,5,l1,0.30,0.55,0.9,12676,0.4694,0.7330,7172
24,5,l1,0.30,0.55,0.7,9851,0.4646,0.7087,5571
24,5,l1,0.30,0.65,off,11191,0.4740,0.6530,6405
24,5,l1,0.30,0.65,0.9,9953,0.4691,0.6411,5660
24,5,l1,0.30,0.65,0.7,7900,0.4639,0.6147,4491
24,5,l1,0.30,0.75,off,7993,0.4731,0.5665,4597
24,5,l1,0.30,0.75,0.9,7230,0.4678,0.5538,4134
24,5,l1,0.30,0.75,0.7,5902,0.4628,0.5264,3370
24,5,l1,0.50,0.25,off,15342,0.5041,0.7967,8466
24,5,l1,0.50,0.25,0.9,13576,0.4969,0.7839,7502
24,5,l1,0.50,0.25,0.7,10810,0.4848,0.7626,5981
24,5,l1,0.50,0.40,off,12273,0.5044,0.7301,6858
24,5,l1,0.50,0.40,0.9,10996,0.4991,0.7195,6143
24,5,l1,0.50,0.40,0.7,8910,0.4903,0.6967,4986
24,5,l1,0.50,0.55,off,9205,0.5021,0.6432,5222
24,5,l1,0.50,0.55,0.9,8383,0.4976,0.6323,4747
24,5,l1,0.50,0.55,0.7,6912,0.4908,0.6105,3915
24,5,l1,0.50,0.65,off,7160,0.5021,0.5625,4079
24,5,l1,0.50,0.65,0.9,6576,0.4988,0.5534,3733
24,5,l1,0.50,0.65,0.7,5527,0.4923,0.5320,3143
24,5,l1,0.50,0.75,off,5114,0.5033,0.4765,2941
24,5,l1,0.50,0.75,0.9,4752,0.4988,0.4659,2722
24,5,l1,0.50,0.75,0.7,4098,0.4938,0.4481,2342
24,5,l1,0.60,0.25,off,12285,0.5215,0.7485,6791
24,5,l1,0.60,0.25,0.9,11045,0.5149,0.7365,6101
24,5,l1,0.60,0.25,0.7,9026,0.5032,0.7179,5004
24,5,l1,0.60,0.40,off,9828,0.5176,0.6782,5506
24,5,l1,0.60,0.40,0.9,8942,0.5127,0.6695,5000
24,5,l1,0.60,0.40,0.7,7416,0.5026,0.6518,4169
24,5,l1,0.60,0.55,off,7371,0.5174,0.5852,4191
24,5,l1,0.60,0.55,0.9,6794,0.5137,0.5769,3847
24,5,l1,0.60,0.55,0.7,5726,0.5052,0.5590,3256
24,5,l1,0.60,0.65,off,5733,0.5170,0.5112,3274
24,5,l1,0.60,0.65,0.9,5336,0.5138,0.5047,3030
24,5,l1,0.60,0.65,0.7,4565,0.5059,0.4864,2596
24,5,l1,0.60,0.75,off,4095,0.5133,0.4265,2366
24,5,l1,0.60,0.75,0.9,3847,0.5102,0.4209,2210
24,5,l1,0.60,0.75,0.7,3366,0.5030,0.4060,1929
24,5,l1,0.70,0.25,off,9835,0.5359,0.6918,5432
24,5,l1,0.70,0.25,0.9,8965,0.5303,0.6816,4949
24,5,l1,0.70,0.25,0.7,7500,0.5188,0.6644,4151
24,5,l1,0.70,0.40,off,7868,0.5304,0.6243,4409
24,5,l1,0.70,0.40,0.9,7258,0.5268,0.6165,4061
24,5,l1,0.70,0.40,0.7,6158,0.5167,0.6003,3454
24,5,l1,0.70,0.55,off,5901,0.5304,0.5262,3352
24,5,l1,0.70,0.55,0.9,5500,0.5271,0.5199,3113
24,5,l1,0.70,0.55,0.7,4744,0.5191,0.5056,2691
24,5,l1,0.70,0.65,off,4590,0.5275,0.4570,2621
24,5,l1,0.70,0.65,0.9,4315,0.5245,0.4529,2459
24,5,l1,0.70,0.65,0.7,3780,0.5179,0.4381,2147
24,5,l1,0.70,0.75,off,3279,0.5247,0.3844,1901
24,5,l1,0.70,0.75,0.9,3107,0.5224,0.3808,1794
24,5,l1,0.70,0.75,0.7,2783,0.5168,0.3712,1595
24,5,l1,0.80,0.25,off,7674,0.5536,0.6269,4246
24,5,l1,0.80,0.25,0.9,7037,0.5493,0.6193,3893
24,5,l1,0.80,0.25,0.7,6024,0.5395,0.6079,3334
24,5,l1,0.80,0.40,off,6140,0.5445,0.5479,3451
24,5,l1,0.80,0.40,0.9,5706,0.5411,0.5409,3206
24,5,l1,0.80,0.40,0.7,4939,0.5328,0.5288,2769
24,5,l1,0.80,0.55,off,4605,0.5471,0.4606,2616
24,5,l1,0.80,0.55,0.9,4317,0.5443,0.4547,2446
24,5,l1,0.80,0.55,0.7,3795,0.5369,0.4403,2144
24,5,l1,0.80,0.65,off,3582,0.5395,0.4026,2050
24,5,l1,0.80,0.65,0.9,3385,0.5375,0.3990,1934
24,5,l1,0.80,0.65,0.7,3016,0.5319,0.3866,1710
24,5,l1,0.80,0.75,off,2558,0.5364,0.3332,1485
24,5,l1,0.80,0.75,0.9,2428,0.5332,0.3305,1402
24,5,l1,0.80,0.75,0.7,2205,0.5281,0.3205,1262
24,6,crease,0.10,0.25,off,42663,0.4216,0.9474,23880
24,6,crease,0.10,0.25,0.9,31499,0.4198,0.9264,17618
24,6,crease,0.10,0.25,0.7,19046,0.4151,0.8802,10646
24,6,crease,0.10,0.40,off,34130,0.4462,0.8997,19387
24,6,crease,0.10,0.40,0.9,26106,0.4446,0.8799,14779
24,6,crease,0.10,0.40,0.7,16310,0.4419,0.8329,9221
24,6,crease,0.10,0.55,off,25598,0.4482,0.8237,14737
24,6,crease,0.10,0.55,0.9,20327,0.4468,0.8079,11653
24,6,crease,0.10,0.55,0.7,13330,0.4449,0.7613,7626
24,6,crease,0.10,0.65,off,19910,0.4521,0.7554,11562
24,6,crease,0.10,0.65,0.9,16259,0.4516,0.7401,9408
24,6,crease,0.10,0.65,0.7,11118,0.4498,0.6995,6425
24,6,crease,0.10,0.75,off,14221,0.4520,0.6798,8333
24,6,crease,0.10,0.75,0.9,11950,0.4533,0.6655,6978
24,6,crease,0.10,0.75,0.7,8632,0.4512,0.6244,5033
24,6,crease,0.30,0.25,off,23979,0.4649,0.8832,13248
24,6,crease,0.30,0.25,0.9,19759,0.4564,0.8667,10913
24,6,crease,0.30,0.25,0.7,13986,0.4457,0.8318,7748
24,6,crease,0.30,0.40,off,19184,0.4765,0.8234,10720
24,6,crease,0.30,0.40,0.9,16172,0.4699,0.8091,9010
24,6,crease,0.30,0.40,0.7,11736,0.4619,0.7754,6547
24,6,crease,0.30,0.55,off,14388,0.4758,0.7525,8163
24,6,crease,0.30,0.55,0.9,12444,0.4693,0.7370,7027
24,6,crease,0.30,0.55,0.7,9367,0.4614,0.7077,5286
24,6,crease,0.30,0.65,off,11191,0.4780,0.6740,6396
24,6,crease,0.30,0.65,0.9,9844,0.4716,0.6612,5601
24,6,crease,0.30,0.65,0.7,7625,0.4660,0.6351,4332
24,6,crease,0.30,0.75,off,7993,0.4730,0.5842,4620
24,6,crease,0.30,0.75,0.9,7199,0.4688,0.5741,4146
24,6,crease,0.30,0.75,0.7,5808,0.4615,0.5482,3337
24,6,crease,0.50,0.25,off,15342,0.5034,0.8013,8464
24,6,crease,0.50,0.25,0.9,13304,0.4942,0.7871,7343
24,6,crease,0.50,0.25,0.7,10270,0.4790,0.7616,5679
24,6,crease,0.50,0.40,off,12273,0.5037,0.7367,6841
24,6,crease,0.50,0.40,0.9,10816,0.4951,0.7237,6019
24,6,crease,0.50,0.40,0.7,8527,0.4832,0.6987,4748
24,6,crease,0.50,0.55,off,9205,0.5020,0.6489,5192
24,6,crease,0.50,0.55,0.9,8270,0.4953,0.6381,4658
24,6,crease,0.50,0.55,0.7,6679,0.4831,0.6141,3766
24,6,crease,0.50,0.65,off,7160,0.5049,0.5825,4071
24,6,crease,0.50,0.65,0.9,6531,0.4998,0.5732,3703
24,6,crease,0.50,0.65,0.7,5397,0.4891,0.5474,3062
24,6,crease,0.50,0.75,off,5114,0.5038,0.4922,2936
24,6,crease,0.50,0.75,0.9,4736,0.4991,0.4824,2710
24,6,crease,0.50,0.75,0.7,4049,0.4893,0.4630,2315
24,6,crease,0.60,0.25,off,12285,0.5211,0.7463,6773
24,6,crease,0.60,0.25,0.9,10833,0.5120,0.7338,5962
24,6,crease,0.60,0.25,0.7,8592,0.4989,0.7111,4745
24,6,crease,0.60,0.40,off,9828,0.5187,0.6864,5482
24,6,crease,0.60,0.40,0.9,8805,0.5103,0.6749,4892
24,6,crease,0.60,0.40,0.7,7132,0.4970,0.6520,3971
24,6,crease,0.60,0.55,off,7371,0.5187,0.5986,4162
24,6,crease,0.60,0.55,0.9,6708,0.5119,0.5881,3771
24,6,crease,0.60,0.55,0.7,5553,0.4982,0.5679,3131
24,6,crease,0.60,0.65,off,5733,0.5160,0.5305,3258
24,6,crease,0.60,0.65,0.9,5292,0.5116,0.5214,2994
24,6,crease,0.60,0.65,0.7,4479,0.5015,0.5000,2536
24,6,crease,0.60,0.75,off,4095,0.5163,0.4422,2359
24,6,crease,0.60,0.75,0.9,3817,0.5123,0.4331,2189
24,6,crease,0.60,0.75,0.7,3322,0.5025,0.4182,1903
24,6,crease,0.70,0.25,off,9835,0.5358,0.6992,5426
24,6,crease,0.70,0.25,0.9,8816,0.5272,0.6872,4854
24,6,crease,0.70,0.25,0.7,7214,0.5149,0.6662,3980
24,6,crease,0.70,0.40,off,7868,0.5303,0.6280,4398
24,6,crease,0.70,0.40,0.9,7146,0.5216,0.6188,3978
24,6,crease,0.70,0.40,0.7,5943,0.5100,0.5998,3309
24,6,crease,0.70,0.55,off,5901,0.5310,0.5447,3334
24,6,crease,0.70,0.55,0.9,5439,0.5229,0.5360,3063
24,6,crease,0.70,0.55,0.7,4612,0.5120,0.5173,2597
24,6,crease,0.70,0.65,off,4590,0.5277,0.4822,2622
24,6,crease,0.70,0.65,0.9,4277,0.5222,0.4741,2437
24,6,crease,0.70,0.65,0.7,3707,0.5128,0.4555,2109
24,6,crease,0.70,0.75,off,3279,0.5308,0.4020,1887
24,6,crease,0.70,0.75,0.9,3087,0.5253,0.3948,1773
24,6,crease,0.70,0.75,0.7,2748,0.5175,0.3829,1576
24,6,crease,0.80,0.25,off,7674,0.5544,0.6239,4246
24,6,crease,0.80,0.25,0.9,6960,0.5463,0.6163,3848
24,6,crease,0.80,0.25,0.7,5829,0.5352,0.6015,3229
24,6,crease,0.80,0.40,off,6140,0.5455,0.5498,3429
24,6,crease,0.80,0.40,0.9,5648,0.5379,0.5428,3146
24,6,crease,0.80,0.40,0.7,4791,0.5277,0.5280,2670
24,6,crease,0.80,0.55,off,4605,0.5455,0.4745,2602
24,6,crease,0.80,0.55,0.9,4292,0.5384,0.4678,2418
24,6,crease,0.80,0.55,0.7,3719,0.5292,0.4541,2098
24,6,crease,0.80,0.65,off,3582,0.5401,0.4152,2043
24,6,crease,0.80,0.65,0.9,3364,0.5346,0.4106,1915
24,6,crease,0.80,0.65,0.7,2981,0.5251,0.3982,1696
24,6,crease,0.80,0.75,off,2558,0.5410,0.3500,1475
24,6,crease,0.80,0.75,0.9,2420,0.5359,0.3455,1393
24,6,crease,0.80,0.75,0.7,2195,0.5281,0.3375,1260
24,6,l1,0.10,0.25,off,42663,0.4262,0.9456,23906
24,6,l1,0.10,0.25,0.9,31505,0.4257,0.9241,17652
24,6,l1,0.10,0.25,0.7,18810,0.4211,0.8750,10504
24,6,l1,0.10,0.40,off,34130,0.4498,0.8895,19409
24,6,l1,0.10,0.40,0.9,26062,0.4486,0.8671,14779
24,6,l1,0.10,0.40,0.7,16051,0.4463,0.8203,9073
24,6,l1,0.10,0.55,off,25598,0.4510,0.8119,14760
24,6,l1,0.10,0.55,0.9,20284,0.4501,0.7928,11657
24,6,l1,0.10,0.55,0.7,13093,0.4491,0.7496,7501
24,6,l1,0.10,0.65,off,19910,0.4526,0.7415,11560
24,6,l1,0.10,0.65,0.9,16133,0.4537,0.7223,9339
24,6,l1,0.10,0.65,0.7,10763,0.4530,0.6778,6209
24,6,l1,0.10,0.75,off,14221,0.4511,0.6636,8317
24,6,l1,0.10,0.75,0.9,11825,0.4517,0.6465,6892
24,6,l1,0.10,0.75,0.7,8238,0.4539,0.6038,4794
24,6,l1,0.30,0.25,off,23979,0.4695,0.8824,13248
24,6,l1,0.30,0.25,0.9,19730,0.4616,0.8659,10898
24,6,l1,0.30,0.25,0.7,13923,0.4537,0.8297,7706
24,6,l1,0.30,0.40,off,19184,0.4788,0.8204,10737
24,6,l1,0.30,0.40,0.9,16101,0.4720,0.8024,8987
24,6,l1,0.30,0.40,0.7,11657,0.4676,0.7715,6522
24,6,l1,0.30,0.55,off,14388,0.4770,0.7316,8173
24,6,l1,0.30,0.55,0.9,12367,0.4711,0.7148,6982
24,6,l1,0.30,0.55,0.7,9218,0.4677,0.6869,5210
24,6,l1,0.30,0.65,off,11191,0.4767,0.6575,6389
24,6,l1,0.30,0.65,0.9,9781,0.4704,0.6423,5554
24,6,l1,0.30,0.65,0.7,7489,0.4684,0.6146,4252
24,6,l1,0.30,0.75,off,7993,0.4753,0.5707,4612
24,6,l1,0.30,0.75,0.9,7105,0.4706,0.5565,4086
24,6,l1,0.30,0.75,0.7,5598,0.4690,0.5317,3217
24,6,l1,0.50,0.25,off,15342,0.5059,0.7915,8466
24,6,l1,0.50,0.25,0.9,13293,0.4975,0.7769,7333
24,6,l1,0.50,0.25,0.7,10232,0.4861,0.7528,5654
24,6,l1,0.50,0.40,off,12273,0.5029,0.7263,6861
24,6,l1,0.50,0.40,0.9,10802,0.4952,0.7135,6016
24,6,l1,0.50,0.40,0.7,8495,0.4858,0.6880,4730
24,6,l1,0.50,0.55,off,9205,0.5032,0.6329,5204
24,6,l1,0.50,0.55,0.9,8237,0.4966,0.6204,4639
24,6,l1,0.50,0.55,0.7,6599,0.4897,0.5963,3716
24,6,l1,0.50,0.65,off,7160,0.5031,0.5626,4092
24,6,l1,0.50,0.65,0.9,6497,0.4970,0.5509,3704
24,6,l1,0.50,0.65,0.7,5302,0.4892,0.5259,3018
24,6,l1,0.50,0.75,off,5114,0.5001,0.4746,2932
24,6,l1,0.50,0.75,0.9,4714,0.4945,0.4647,2697
24,6,l1,0.50,0.75,0.7,3962,0.4906,0.4482,2265
24,6,l1,0.60,0.25,off,12285,0.5238,0.7421,6775
24,6,l1,0.60,0.25,0.9,10829,0.5155,0.7284,5957
24,6,l1,0.60,0.25,0.7,8594,0.5050,0.7019,4740
24,6,l1,0.60,0.40,off,9828,0.5184,0.6743,5501
24,6,l1,0.60,0.40,0.9,8785,0.5104,0.6619,4893
24,6,l1,0.60,0.40,0.7,7091,0.4996,0.6402,3956
24,6,l1,0.60,0.55,off,7371,0.5192,0.5783,4171
24,6,l1,0.60,0.55,0.9,6678,0.5122,0.5668,3755
24,6,l1,0.60,0.55,0.7,5470,0.5024,0.5430,3075
24,6,l1,0.60,0.65,off,5733,0.5159,0.5138,3287
24,6,l1,0.60,0.65,0.9,5249,0.5100,0.5018,2997
24,6,l1,0.60,0.65,0.7,4384,0.5000,0.4801,2491
24,6,l1,0.60,0.75,off,4095,0.5150,0.4276,2351
24,6,l1,0.60,0.75,0.9,3799,0.5093,0.4207,2175
24,6,l1,0.60,0.75,0.7,3255,0.5041,0.4060,1853
24,6,l1,0.70,0.25,off,9835,0.5372,0.6930,5437
24,6,l1,0.70,0.25,0.9,8801,0.5291,0.6819,4852
24,6,l1,0.70,0.25,0.7,7181,0.5193,0.6574,3965
24,6,l1,0.70,0.40,off,7868,0.5315,0.6199,4410
24,6,l1,0.70,0.40,0.9,7132,0.5240,0.6107,3979
24,6,l1,0.70,0.40,0.7,5900,0.5145,0.5906,3293
24,6,l1,0.70,0.55,off,5901,0.5315,0.5295,3343
24,6,l1,0.70,0.55,0.9,5423,0.5246,0.5206,3057
24,6,l1,0.70,0.55,0.7,4565,0.5156,0.5002,2566
24,6,l1,0.70,0.65,off,4590,0.5278,0.4628,2627
24,6,l1,0.70,0.65,0.9,4249,0.5218,0.4539,2429
24,6,l1,0.70,0.65,0.7,3638,0.5143,0.4388,2067
24,6,l1,0.70,0.75,off,3279,0.5319,0.3917,1884
24,6,l1,0.70,0.75,0.9,3076,0.5271,0.3858,1767
24,6,l1,0.70,0.75,0.7,2697,0.5211,0.3745,1538
24,6,l1,0.80,0.25,off,7674,0.5532,0.6189,4250
24,6,l1,0.80,0.25,0.9,6951,0.5464,0.6103,3841
24,6,l1,0.80,0.25,0.7,5800,0.5374,0.5935,3211
24,6,l1,0.80,0.40,off,6140,0.5451,0.5310,3435
24,6,l1,0.80,0.40,0.9,5632,0.5393,0.5247,3142
24,6,l1,0.80,0.40,0.7,4737,0.5287,0.5079,2643
24,6,l1,0.80,0.55,off,4605,0.5452,0.4574,2608
24,6,l1,0.80,0.55,0.9,4272,0.5388,0.4504,2408
24,6,l1,0.80,0.55,0.7,3681,0.5296,0.4353,2067
24,6,l1,0.80,0.65,off,3582,0.5395,0.4020,2052
24,6,l1,0.80,0.65,0.9,3345,0.5349,0.3970,1914
24,6,l1,0.80,0.65,0.7,2928,0.5266,0.3871,1669
24,6,l1,0.80,0.75,off,2558,0.5456,0.3358,1477
24,6,l1,0.80,0.75,0.9,2418,0.5403,0.3324,1394
24,6,l1,0.80,0.75,0.7,2160,0.5340,0.3247,1236
24,8,crease,0.10,0.25,off,42663,0.4234,0.9468,23883
24,8,crease,0.10,0.25,0.9,29074,0.4222,0.9196,16261
24,8,crease,0.10,0.25,0.7,15769,0.4184,0.8427,8776
24,8,crease,0.10,0.40,off,34130,0.4439,0.8930,19460
24,8,crease,0.10,0.40,0.9,24383,0.4416,0.8662,13853
24,8,crease,0.10,0.40,0.7,13823,0.4388,0.7938,7786
24,8,crease,0.10,0.55,off,25598,0.4473,0.8232,14868
24,8,crease,0.10,0.55,0.9,19223,0.4439,0.7969,11119
24,8,crease,0.10,0.55,0.7,11616,0.4415,0.7290,6658
24,8,crease,0.10,0.65,off,19910,0.4487,0.7602,11588
24,8,crease,0.10,0.65,0.9,15498,0.4464,0.7366,8990
24,8,crease,0.10,0.65,0.7,9826,0.4457,0.6722,5652
24,8,crease,0.10,0.75,off,14221,0.4460,0.6736,8352
24,8,crease,0.10,0.75,0.9,11547,0.4452,0.6514,6741
24,8,crease,0.10,0.75,0.7,7835,0.4464,0.5982,4539
24,8,crease,0.30,0.25,off,23979,0.4672,0.8797,13246
24,8,crease,0.30,0.25,0.9,18737,0.4601,0.8543,10382
24,8,crease,0.30,0.25,0.7,12243,0.4481,0.8059,6790
24,8,crease,0.30,0.40,off,19184,0.4765,0.8244,10784
24,8,crease,0.30,0.40,0.9,15462,0.4700,0.8005,8680
24,8,crease,0.30,0.40,0.7,10494,0.4602,0.7560,5880
24,8,crease,0.30,0.55,off,14388,0.4737,0.7423,8214
24,8,crease,0.30,0.55,0.9,11980,0.4678,0.7220,6821
24,8,crease,0.30,0.55,0.7,8517,0.4625,0.6806,4846
24,8,crease,0.30,0.65,off,11191,0.4735,0.6781,6440
24,8,crease,0.30,0.65,0.9,9529,0.4681,0.6568,5473
24,8,crease,0.30,0.65,0.7,7077,0.4614,0.6162,4053
24,8,crease,0.30,0.75,off,7993,0.4691,0.5870,4618
24,8,crease,0.30,0.75,0.9,7008,0.4642,0.5719,4034
24,8,crease,0.30,0.75,0.7,5449,0.4595,0.5376,3138
24,8,crease,0.50,0.25,off,15342,0.5025,0.7914,8469
24,8,crease,0.50,0.25,0.9,12786,0.4933,0.7702,7085
24,8,crease,0.50,0.25,0.7,9230,0.4734,0.7307,5109
24,8,crease,0.50,0.40,off,12273,0.5027,0.7301,6900
24,8,crease,0.50,0.40,0.9,10464,0.4945,0.7125,5879
24,8,crease,0.50,0.40,0.7,7788,0.4789,0.6755,4368
24,8,crease,0.50,0.55,off,9205,0.5018,0.6488,5219
24,8,crease,0.50,0.55,0.9,8053,0.4951,0.6314,4565
24,8,crease,0.50,0.55,0.7,6256,0.4819,0.5974,3541
24,8,crease,0.50,0.65,off,7160,0.5006,0.5774,4093
24,8,crease,0.50,0.65,0.9,6368,0.4950,0.5602,3639
24,8,crease,0.50,0.65,0.7,5102,0.4845,0.5334,2897
24,8,crease,0.50,0.75,off,5114,0.4962,0.4895,2939
24,8,crease,0.50,0.75,0.9,4668,0.4909,0.4807,2682
24,8,crease,0.50,0.75,0.7,3878,0.4824,0.4599,2222
24,8,crease,0.60,0.25,off,12285,0.5223,0.7490,6800
24,8,crease,0.60,0.25,0.9,10468,0.5122,0.7258,5793
