scene,view,control,channel,grid,components,ink_pixels,long_component_ink_fraction
chair,53,tau95_128,E_shape_ridge,95_70,256,10568,0.8376230128690386
chair,53,tau95_128,E_shape_ridge,90_60,385,16504,0.8530659234125061
chair,53,tau95_128,E_shape_valley,95_70,76,13437,0.9730594626776811
chair,53,tau95_128,E_shape_valley,90_60,172,22743,0.972079321109792
chair,53,tau95_32,E_occ,95_70,480,12342,0.7375627937125263
chair,53,tau95_32,E_occ,90_60,471,20840,0.8562380038387716
chair,53,tau95_32,E_layer,95_70,59,697,0.406025824964132
chair,53,tau95_32,E_layer,90_60,72,1060,0.4216981132075472
chair,53,tau95_32,E_shape_ridge,95_70,241,10237,0.8101983002832861
chair,53,tau95_32,E_shape_ridge,90_60,358,16049,0.8201757118823603
chair,53,tau95_32,E_shape_valley,95_70,87,13774,0.9750254101931175
chair,53,tau95_32,E_shape_valley,90_60,153,22044,0.963119216113228
chair,53,tau95_64,E_occ,95_70,416,13863,0.8058861718242805
chair,53,tau95_64,E_occ,90_60,366,22635,0.892865032030042
chair,53,tau95_64,E_layer,95_70,88,1088,0.36764705882352944
chair,53,tau95_64,E_layer,90_60,131,1898,0.5326659641728135
chair,53,tau95_64,E_shape_ridge,95_70,252,10454,0.8411134493973599
chair,53,tau95_64,E_shape_ridge,90_60,380,16341,0.8496420047732697
chair,53,tau95_64,E_shape_valley,95_70,81,13248,0.9723731884057971
chair,53,tau95_64,E_shape_valley,90_60,172,22623,0.9760862838703974
chair,53,uniform,E_occ,95_70,463,9971,0.7107612075017551
chair,53,uniform,E_occ,90_60,488,18586,0.8493489723447757
chair,53,uniform,E_layer,95_70,81,852,0.2476525821596244
chair,53,uniform,E_layer,90_60,165,2069,0.4606089898501692
chair,53,uniform,E_shape_ridge,95_70,275,10361,0.8510761509506805
chair,53,uniform,E_shape_ridge,90_60,434,16435,0.823243078795254
chair,53,uniform,E_shape_valley,95_70,89,13676,0.9669494004094764
chair,53,uniform,E_shape_valley,90_60,197,21235,0.9444784553802684
chair,79,density,E_occ,95_70,29,7026,0.9255621975519499
chair,79,density,E_occ,90_60,47,11899,0.930162198504076
chair,79,density,E_layer,95_70,29,7026,0.9255621975519499
chair,79,density,E_layer,90_60,47,11899,0.930162198504076
chair,79,density,E_shape_ridge,95_70,29,7026,0.9255621975519499
chair,79,density,E_shape_ridge,90_60,47,11899,0.930162198504076
chair,79,density,E_shape_valley,95_70,29,7026,0.9255621975519499
chair,79,density,E_shape_valley,90_60,47,11899,0.930162198504076
chair,79,expected_depth,E_occ,95_70,43,17788,0.9898808185293456
chair,79,expected_depth,E_occ,90_60,65,27382,0.9887517347162369
chair,79,expected_depth,E_layer,95_70,43,17788,0.9898808185293456
chair,79,expected_depth,E_layer,90_60,65,27382,0.9887517347162369
chair,79,expected_depth,E_shape_ridge,95_70,43,17788,0.9898808185293456
chair,79,expected_depth,E_shape_ridge,90_60,65,27382,0.9887517347162369
chair,79,expected_depth,E_shape_valley,95_70,43,17788,0.9898808185293456
chair,79,expected_depth,E_shape_valley,90_60,65,27382,0.9887517347162369
chair,79,front_depth,E_occ,95_70,19,25359,0.9952679522063173
chair,79,front_depth,E_occ,90_60,19,32170,0.9986633509480883
chair,79,front_depth,E_layer,95_70,19,25359,0.9952679522063173
chair,79,front_depth,E_layer,90_60,19,32170,0.9986633509480883
chair,79,front_depth,E_shape_ridge,95_70,19,25359,0.9952679522063173
chair,79,front_depth,E_shape_ridge,90_60,19,32170,0.9986633509480883
chair,79,front_depth,E_shape_valley,95_70,19,25359,0.9952679522063173
chair,79,front_depth,E_shape_valley,90_60,19,32170,0.9986633509480883
chair,79,full,E_occ,95_70,487,11487,0.7211630538870027
chair,79,full,E_occ,90_60,381,20681,0.8893670518833712
chair,79,full,E_layer,95_70,90,972,0.4876543209876543
chair,79,full,E_layer,90_60,127,1533,0.4292237442922374
chair,79,full,E_shape_ridge,95_70,355,10189,0.7716164491117872
chair,79,full,E_shape_ridge,90_60,488,16020,0.7799001248439451
chair,79,full,E_shape_valley,95_70,53,14418,0.9811346927451796
chair,79,full,E_shape_valley,90_60,73,18815,0.984321020462397
chair,79,k16,E_occ,95_70,521,6833,0.5141226401287867
chair,79,k16,E_occ,90_60,781,11303,0.5576395647173317
chair,79,k16,E_layer,95_70,7,57,0.0
chair,79,k16,E_layer,90_60,16,119,0.0
chair,79,k16,E_shape_ridge,95_70,280,8050,0.6954037267080745
chair,79,k16,E_shape_ridge,90_60,362,12620,0.7583993660855785
chair,79,k16,E_shape_valley,95_70,115,9935,0.963059889280322
chair,79,k16,E_shape_valley,90_60,170,13198,0.9519624185482649
chair,79,k4,E_occ,95_70,81,234,0.0
chair,79,k4,E_occ,90_60,161,428,0.0
chair,79,k4,E_layer,95_70,1,1,0.0
chair,79,k4,E_layer,90_60,1,1,0.0
chair,79,k4,E_shape_ridge,95_70,95,509,0.0
chair,79,k4,E_shape_ridge,90_60,209,1165,0.0
chair,79,k4,E_shape_valley,95_70,70,415,0.10361445783132531
chair,79,k4,E_shape_valley,90_60,143,677,0.06646971935007386
chair,79,k8,E_occ,95_70,288,1422,0.11322081575246132
chair,79,k8,E_occ,90_60,559,2665,0.1324577861163227
chair,79,k8,E_layer,95_70,2,13,0.0
chair,79,k8,E_layer,90_60,2,18,0.0
chair,79,k8,E_shape_ridge,95_70,203,2594,0.49036237471087124
chair,79,k8,E_shape_ridge,90_60,332,4329,0.4389004389004389
chair,79,k8,E_shape_valley,95_70,224,2845,0.6393673110720562
chair,79,k8,E_shape_valley,90_60,388,4108,0.5791139240506329
chair,79,median_depth,E_occ,95_70,51,22323,0.9899207095820455
chair,79,median_depth,E_occ,90_60,41,30796,0.9970125990388362
chair,79,median_depth,E_layer,95_70,51,22323,0.9899207095820455
chair,79,median_depth,E_layer,90_60,41,30796,0.9970125990388362
chair,79,median_depth,E_shape_ridge,95_70,51,22323,0.9899207095820455
chair,79,median_depth,E_shape_ridge,90_60,41,30796,0.9970125990388362
chair,79,median_depth,E_shape_valley,95_70,51,22323,0.9899207095820455
chair,79,median_depth,E_shape_valley,90_60,41,30796,0.9970125990388362
chair,79,no_ids,E_occ,95_70,352,6284,0.5802036919159771
chair,79,no_ids,E_occ,90_60,559,14946,0.7756590392078148
chair,79,no_ids,E_layer,95_70,90,972,0.4876543209876543
chair,79,no_ids,E_layer,90_60,128,1550,0.4541935483870968
chair,79,no_ids,E_shape_ridge,95_70,483,8988,0.6880284824210058
chair,79,no_ids,E_shape_ridge,90_60,544,15367,0.7863603826381207
chair,79,no_ids,E_shape_valley,95_70,46,14736,0.9930103148751357
chair,79,no_ids,E_shape_valley,90_60,70,19633,0.9798808129170274
chair,79,rgb_canny,E_occ,95_70,355,14329,0.82266731802638
chair,79,rgb_canny,E_occ,90_60,355,14329,0.82266731802638
chair,79,rgb_canny,E_layer,95_70,355,14329,0.82266731802638
chair,79,rgb_canny,E_layer,90_60,355,14329,0.82266731802638
chair,79,rgb_canny,E_shape_ridge,95_70,355,14329,0.82266731802638
chair,79,rgb_canny,E_shape_ridge,90_60,355,14329,0.82266731802638
chair,79,rgb_canny,E_shape_valley,95_70,355,14329,0.82266731802638
chair,79,rgb_canny,E_shape_valley,90_60,355,14329,0.82266731802638
chair,79,shuffled_depths,E_occ,95_70,1677,6194,0.0169518889247659
chair,79,shuffled_depths,E_occ,90_60,2405,11836,0.0971612031091585
chair,79,shuffled_depths,E_layer,95_70,49,60,0.0
chair,79,shuffled_depths,E_layer,90_60,98,116,0.0
chair,79,shuffled_depths,E_shape_ridge,95_70,1889,8057,0.1270944520292913
chair,79,shuffled_depths,E_shape_ridge,90_60,2492,14669,0.28263685322789556
chair,79,shuffled_depths,E_shape_valley,95_70,1955,5555,0.0077407740774077406
chair,79,shuffled_depths,E_shape_valley,90_60,2887,10360,0.05386100386100386
chair,79,shuffled_ids,E_occ,95_70,357,5384,0.5143016344725111
chair,79,shuffled_ids,E_occ,90_60,604,11936,0.6446883378016086
chair,79,shuffled_ids,E_layer,95_70,85,738,0.3021680216802168
chair,79,shuffled_ids,E_layer,90_60,121,1299,0.4064665127020785
chair,79,shuffled_ids,E_shape_ridge,95_70,779,2855,0.047635726795096325
chair,79,shuffled_ids,E_shape_ridge,90_60,1222,5088,0.14504716981132076
chair,79,shuffled_ids,E_shape_valley,95_70,429,4135,0.5724304715840387
chair,79,shuffled_ids,E_shape_valley,90_60,770,6563,0.546701203717812
chair,79,tau90_32,E_occ,95_70,536,11460,0.6468586387434555
chair,79,tau90_32,E_occ,90_60,481,19403,0.8233778281709014
chair,79,tau90_32,E_layer,95_70,44,575,0.40869565217391307
chair,79,tau90_32,E_layer,90_60,66,899,0.48053392658509453
chair,79,tau90_32,E_shape_ridge,95_70,336,10620,0.7772128060263653
chair,79,tau90_32,E_shape_ridge,90_60,416,15530,0.7795235028976175
chair,79,tau90_32,E_shape_valley,95_70,66,13951,0.9761307433158913
chair,79,tau90_32,E_shape_valley,90_60,83,17531,0.9839142091152815
chair,79,tau90_64,E_occ,95_70,494,11600,0.7213793103448276
chair,79,tau90_64,E_occ,90_60,391,20687,0.8842268091071688
chair,79,tau90_64,E_layer,95_70,85,931,0.4833512352309345
chair,79,tau90_64,E_layer,90_60,118,1515,0.48514851485148514
chair,79,tau90_64,E_shape_ridge,95_70,352,10182,0.7590846592025142
chair,79,tau90_64,E_shape_ridge,90_60,492,16103,0.7751350679997516
chair,79,tau90_64,E_shape_valley,95_70,53,14355,0.9801462904911181
chair,79,tau90_64,E_shape_valley,90_60,71,18759,0.9845940615171385
chair,79,tau95_128,E_occ,95_70,465,11701,0.7342962139988035
chair,79,tau95_128,E_occ,90_60,401,21096,0.881067500948047
chair,79,tau95_128,E_layer,95_70,111,1364,0.5850439882697948
chair,79,tau95_128,E_layer,90_60,142,1851,0.548892490545651
chair,79,tau95_128,E_shape_ridge,95_70,370,10087,0.7311390899177159
chair,79,tau95_128,E_shape_ridge,90_60,481,16337,0.7971475791148925
chair,79,tau95_128,E_shape_valley,95_70,48,14330,0.9827634333565946
chair,79,tau95_128,E_shape_valley,90_60,79,18272,0.9830888791593695
chair,79,tau95_32,E_occ,95_70,552,11476,0.661990240501917
chair,79,tau95_32,E_occ,90_60,519,19687,0.8292782038908925
chair,79,tau95_32,E_layer,95_70,48,617,0.3841166936790924
chair,79,tau95_32,E_layer,90_60,69,935,0.4823529411764706
chair,79,tau95_32,E_shape_ridge,95_70,343,10529,0.7455598822300313
chair,79,tau95_32,E_shape_ridge,90_60,400,15754,0.7907198171892853
chair,79,tau95_32,E_shape_valley,95_70,64,14030,0.9750534568781183
chair,79,tau95_32,E_shape_valley,90_60,82,18031,0.9811990460872941
chair,79,tau95_64,E_occ,95_70,486,11704,0.726161995898838
chair,79,tau95_64,E_occ,90_60,408,21252,0.8808112177677395
chair,79,tau95_64,E_layer,95_70,108,1256,0.5079617834394905
chair,79,tau95_64,E_layer,90_60,133,1881,0.5491759702286018
chair,79,tau95_64,E_shape_ridge,95_70,379,10207,0.7268541197217596
chair,79,tau95_64,E_shape_ridge,90_60,492,16420,0.7791717417783192
chair,79,tau95_64,E_shape_valley,95_70,48,14269,0.9834606489592823
chair,79,tau95_64,E_shape_valley,90_60,74,18093,0.9831979218482286
chair,79,uniform,E_occ,95_70,456,8861,0.7046608734905767
chair,79,uniform,E_occ,90_60,519,16109,0.8130858526289652
chair,79,uniform,E_layer,95_70,113,1237,0.4349232012934519
chair,79,uniform,E_layer,90_60,171,2274,0.4700967458223395
chair,79,uniform,E_shape_ridge,95_70,449,11386,0.7334445810644651
chair,79,uniform,E_shape_ridge,90_60,603,17189,0.7881784862412008
chair,79,uniform,E_shape_valley,95_70,70,14049,0.9681827888105915
chair,79,uniform,E_shape_valley,90_60,94,18284,0.9753883176547802
drums,1,density,E_occ,95_70,51,10511,0.9157073542003615
drums,1,density,E_occ,90_60,69,15116,0.9285525271235777
drums,1,density,E_layer,95_70,51,10511,0.9157073542003615
drums,1,density,E_layer,90_60,69,15116,0.9285525271235777
drums,1,density,E_shape_ridge,95_70,51,10511,0.9157073542003615
drums,1,density,E_shape_ridge,90_60,69,15116,0.9285525271235777
drums,1,density,E_shape_valley,95_70,51,10511,0.9157073542003615
drums,1,density,E_shape_valley,90_60,69,15116,0.9285525271235777
drums,1,expected_depth,E_occ,95_70,79,31713,0.9906978210828367
drums,1,expected_depth,E_occ,90_60,37,53130,0.9981366459627329
drums,1,expected_depth,E_layer,95_70,79,31713,0.9906978210828367
drums,1,expected_depth,E_layer,90_60,37,53130,0.9981366459627329
drums,1,expected_depth,E_shape_ridge,95_70,79,31713,0.9906978210828367
drums,1,expected_depth,E_shape_ridge,90_60,37,53130,0.9981366459627329
drums,1,expected_depth,E_shape_valley,95_70,79,31713,0.9906978210828367
drums,1,expected_depth,E_shape_valley,90_60,37,53130,0.9981366459627329
drums,1,front_depth,E_occ,95_70,61,36327,0.9915214578688029
drums,1,front_depth,E_occ,90_60,33,52755,0.9972893564591034
drums,1,front_depth,E_layer,95_70,61,36327,0.9915214578688029
drums,1,front_depth,E_layer,90_60,33,52755,0.9972893564591034
drums,1,front_depth,E_shape_ridge,95_70,61,36327,0.9915214578688029
drums,1,front_depth,E_shape_ridge,90_60,33,52755,0.9972893564591034
drums,1,front_depth,E_shape_valley,95_70,61,36327,0.9915214578688029
drums,1,front_depth,E_shape_valley,90_60,33,52755,0.9972893564591034
drums,1,full,E_occ,95_70,281,10816,0.8324704142011834
drums,1,full,E_occ,90_60,309,15827,0.8968218866493965
drums,1,full,E_layer,95_70,26,119,0.0
drums,1,full,E_layer,90_60,47,442,0.5656108597285068
drums,1,full,E_shape_ridge,95_70,438,15654,0.72332950044717
drums,1,full,E_shape_ridge,90_60,533,23801,0.7914793496071594
drums,1,full,E_shape_valley,95_70,83,20596,0.9610118469605748
drums,1,full,E_shape_valley,90_60,113,29310,0.968474923234391
drums,1,k16,E_occ,95_70,400,5249,0.5401028767384264
drums,1,k16,E_occ,90_60,635,8767,0.5794456484544314
drums,1,k16,E_layer,95_70,8,46,0.0
drums,1,k16,E_layer,90_60,14,86,0.0
drums,1,k16,E_shape_ridge,95_70,414,10863,0.6603148301574151
drums,1,k16,E_shape_ridge,90_60,535,17325,0.7188455988455988
drums,1,k16,E_shape_valley,95_70,234,8634,0.8472318739865647
drums,1,k16,E_shape_valley,90_60,462,15121,0.8359235500297599
drums,1,k4,E_occ,95_70,38,141,0.0
drums,1,k4,E_occ,90_60,79,242,0.16115702479338842
drums,1,k4,E_layer,95_70,1,1,0.0
drums,1,k4,E_layer,90_60,1,1,0.0
drums,1,k4,E_shape_ridge,95_70,55,343,0.0
drums,1,k4,E_shape_ridge,90_60,81,511,0.0
drums,1,k4,E_shape_valley,95_70,70,199,0.0
drums,1,k4,E_shape_valley,90_60,118,383,0.0
drums,1,k8,E_occ,95_70,228,989,0.1506572295247725
drums,1,k8,E_occ,90_60,403,1891,0.195134849286092
drums,1,k8,E_layer,95_70,3,4,0.0
drums,1,k8,E_layer,90_60,6,9,0.0
drums,1,k8,E_shape_ridge,95_70,211,2445,0.3169734151329243
drums,1,k8,E_shape_ridge,90_60,321,4363,0.3279853311941325
drums,1,k8,E_shape_valley,95_70,127,1501,0.4596935376415723
drums,1,k8,E_shape_valley,90_60,233,2367,0.4148711449091677
drums,1,median_depth,E_occ,95_70,62,29952,0.9888488247863247
drums,1,median_depth,E_occ,90_60,59,49519,0.9955774551182375
drums,1,median_depth,E_layer,95_70,62,29952,0.9888488247863247
drums,1,median_depth,E_layer,90_60,59,49519,0.9955774551182375
drums,1,median_depth,E_shape_ridge,95_70,62,29952,0.9888488247863247
drums,1,median_depth,E_shape_ridge,90_60,59,49519,0.9955774551182375
drums,1,median_depth,E_shape_valley,95_70,62,29952,0.9888488247863247
drums,1,median_depth,E_shape_valley,90_60,59,49519,0.9955774551182375
drums,1,no_ids,E_occ,95_70,405,7263,0.5371058791133141
drums,1,no_ids,E_occ,90_60,607,13070,0.7026778882938026
drums,1,no_ids,E_layer,95_70,26,119,0.0
drums,1,no_ids,E_layer,90_60,47,442,0.5656108597285068
drums,1,no_ids,E_shape_ridge,95_70,495,15368,0.6507027589796981
drums,1,no_ids,E_shape_ridge,90_60,585,24123,0.7693073000870538
drums,1,no_ids,E_shape_valley,95_70,75,22595,0.9817216198273955
drums,1,no_ids,E_shape_valley,90_60,97,30881,0.9792105177941128
drums,1,rgb_canny,E_occ,95_70,1024,11519,0.6163729490407154
drums,1,rgb_canny,E_occ,90_60,1024,11519,0.6163729490407154
drums,1,rgb_canny,E_layer,95_70,1024,11519,0.6163729490407154
drums,1,rgb_canny,E_layer,90_60,1024,11519,0.6163729490407154
drums,1,rgb_canny,E_shape_ridge,95_70,1024,11519,0.6163729490407154
drums,1,rgb_canny,E_shape_ridge,90_60,1024,11519,0.6163729490407154
drums,1,rgb_canny,E_shape_valley,95_70,1024,11519,0.6163729490407154
drums,1,rgb_canny,E_shape_valley,90_60,1024,11519,0.6163729490407154
drums,1,shuffled_depths,E_occ,95_70,1706,11014,0.2507717450517523
drums,1,shuffled_depths,E_occ,90_60,2186,20573,0.483206143975113
drums,1,shuffled_depths,E_layer,95_70,494,659,0.0
drums,1,shuffled_depths,E_layer,90_60,932,1286,0.0
drums,1,shuffled_depths,E_shape_ridge,95_70,3386,13528,0.05366646954464814
drums,1,shuffled_depths,E_shape_ridge,90_60,4303,24741,0.2495048704579443
drums,1,shuffled_depths,E_shape_valley,95_70,3971,13243,0.03360265800800423
drums,1,shuffled_depths,E_shape_valley,90_60,5270,24352,0.13916721419185282
drums,1,shuffled_ids,E_occ,95_70,397,5490,0.2821493624772313
drums,1,shuffled_ids,E_occ,90_60,619,9919,0.45891722955943137
drums,1,shuffled_ids,E_layer,95_70,26,118,0.0
drums,1,shuffled_ids,E_layer,90_60,46,324,0.42901234567901236
drums,1,shuffled_ids,E_shape_ridge,95_70,842,2907,0.09425524595803234
drums,1,shuffled_ids,E_shape_ridge,90_60,1384,5294,0.13468077068379297
drums,1,shuffled_ids,E_shape_valley,95_70,597,5395,0.5091751621872104
drums,1,shuffled_ids,E_shape_valley,90_60,904,8562,0.546367671104882
drums,1,tau90_32,E_occ,95_70,304,9033,0.8007306542676852
drums,1,tau90_32,E_occ,90_60,368,14378,0.8597857838364168
drums,1,tau90_32,E_layer,95_70,32,184,0.28804347826086957
drums,1,tau90_32,E_layer,90_60,39,468,0.49786324786324787
drums,1,tau90_32,E_shape_ridge,95_70,436,15022,0.7548928238583411
drums,1,tau90_32,E_shape_ridge,90_60,561,23615,0.7913190768579292
drums,1,tau90_32,E_shape_valley,95_70,115,19870,0.9673880221439356
drums,1,tau90_32,E_shape_valley,90_60,145,26679,0.9690018366505492
drums,1,tau90_64,E_occ,95_70,257,10515,0.8582976699952449
drums,1,tau90_64,E_occ,90_60,327,15581,0.8711250882485078
drums,1,tau90_64,E_layer,95_70,23,322,0.717391304347826
drums,1,tau90_64,E_layer,90_60,29,388,0.7061855670103093
drums,1,tau90_64,E_shape_ridge,95_70,441,15648,0.714340490797546
drums,1,tau90_64,E_shape_ridge,90_60,538,23717,0.7890542648732977
drums,1,tau90_64,E_shape_valley,95_70,75,21165,0.9620127569099929
drums,1,tau90_64,E_shape_valley,90_60,124,28388,0.971114555445963
drums,1,tau95_128,E_occ,95_70,266,10792,0.8459970348406227
drums,1,tau95_128,E_occ,90_60,278,15949,0.9073923129976801
drums,1,tau95_128,E_layer,95_70,20,142,0.0
drums,1,tau95_128,E_layer,90_60,56,245,0.0
drums,1,tau95_128,E_shape_ridge,95_70,459,16204,0.7148852135275241
drums,1,tau95_128,E_shape_ridge,90_60,565,24067,0.7743798562346782
drums,1,tau95_128,E_shape_valley,95_70,75,21533,0.9806343751451261
drums,1,tau95_128,E_shape_valley,90_60,111,29697,0.9733643128935583
drums,1,tau95_32,E_occ,95_70,300,8993,0.795618814633604
drums,1,tau95_32,E_occ,90_60,361,14586,0.8591114767585356
drums,1,tau95_32,E_layer,95_70,34,174,0.0
drums,1,tau95_32,E_layer,90_60,39,459,0.49673202614379086
drums,1,tau95_32,E_shape_ridge,95_70,418,15373,0.7303714304299747
drums,1,tau95_32,E_shape_ridge,90_60,547,23618,0.7860106698280972
drums,1,tau95_32,E_shape_valley,95_70,109,20034,0.9748926824398523
drums,1,tau95_32,E_shape_valley,90_60,149,26592,0.9678098676293622
drums,1,tau95_64,E_occ,95_70,245,10332,0.854239256678281
drums,1,tau95_64,E_occ,90_60,302,15676,0.8892574636386833
drums,1,tau95_64,E_layer,95_70,25,113,0.0
drums,1,tau95_64,E_layer,90_60,37,406,0.6527093596059114
drums,1,tau95_64,E_shape_ridge,95_70,453,15731,0.7082830080732312
drums,1,tau95_64,E_shape_ridge,90_60,557,23924,0.7863233572981106
drums,1,tau95_64,E_shape_valley,95_70,81,21615,0.9771917649780245
drums,1,tau95_64,E_shape_valley,90_60,111,29011,0.9717348591913412
drums,1,uniform,E_occ,95_70,306,10088,0.8076923076923077
drums,1,uniform,E_occ,90_60,377,14865,0.8517995290951901
drums,1,uniform,E_layer,95_70,29,252,0.0
drums,1,uniform,E_layer,90_60,48,385,0.0
drums,1,uniform,E_shape_ridge,95_70,543,16991,0.7409805190983462
drums,1,uniform,E_shape_ridge,90_60,672,25440,0.7976808176100629
drums,1,uniform,E_shape_valley,95_70,100,20449,0.983226563646144
drums,1,uniform,E_shape_valley,90_60,144,28938,0.9727002557191237
drums,27,density,E_occ,95_70,49,10912,0.9403409090909091
drums,27,density,E_occ,90_60,72,16876,0.9490993126333255
drums,27,density,E_layer,95_70,49,10912,0.9403409090909091
drums,27,density,E_layer,90_60,72,16876,0.9490993126333255
drums,27,density,E_shape_ridge,95_70,49,10912,0.9403409090909091
drums,27,density,E_shape_ridge,90_60,72,16876,0.9490993126333255
drums,27,density,E_shape_valley,95_70,49,10912,0.9403409090909091
drums,27,density,E_shape_valley,90_60,72,16876,0.9490993126333255
drums,27,expected_depth,E_occ,95_70,66,31600,0.984746835443038
drums,27,expected_depth,E_occ,90_60,52,50541,0.9955679547298233
drums,27,expected_depth,E_layer,95_70,66,31600,0.984746835443038
drums,27,expected_depth,E_layer,90_60,52,50541,0.9955679547298233
drums,27,expected_depth,E_shape_ridge,95_70,66,31600,0.984746835443038
drums,27,expected_depth,E_shape_ridge,90_60,52,50541,0.9955679547298233
drums,27,expected_depth,E_shape_valley,95_70,66,31600,0.984746835443038
drums,27,expected_depth,E_shape_valley,90_60,52,50541,0.9955679547298233
drums,27,front_depth,E_occ,95_70,71,32728,0.99120019555121
drums,27,front_depth,E_occ,90_60,37,50665,0.9983617882167176
drums,27,front_depth,E_layer,95_70,71,32728,0.99120019555121
drums,27,front_depth,E_layer,90_60,37,50665,0.9983617882167176
drums,27,front_depth,E_shape_ridge,95_70,71,32728,0.99120019555121
drums,27,front_depth,E_shape_ridge,90_60,37,50665,0.9983617882167176
drums,27,front_depth,E_shape_valley,95_70,71,32728,0.99120019555121
drums,27,front_depth,E_shape_valley,90_60,37,50665,0.9983617882167176
drums,27,full,E_occ,95_70,301,11084,0.8021472392638037
drums,27,full,E_occ,90_60,358,16803,0.8512765577575433
drums,27,full,E_layer,95_70,19,84,0.0
drums,27,full,E_layer,90_60,34,154,0.0
drums,27,full,E_shape_ridge,95_70,459,14214,0.7431405656395104
drums,27,full,E_shape_ridge,90_60,593,23324,0.7931744126221917
drums,27,full,E_shape_valley,95_70,59,17238,0.9642069845689755
drums,27,full,E_shape_valley,90_60,109,25810,0.9645486245641224
drums,27,k16,E_occ,95_70,430,5432,0.5143593519882179
drums,27,k16,E_occ,90_60,731,9285,0.5715670436187399
drums,27,k16,E_layer,95_70,7,48,0.0
drums,27,k16,E_layer,90_60,8,58,0.5
drums,27,k16,E_shape_ridge,95_70,379,10728,0.6596756152125279
drums,27,k16,E_shape_ridge,90_60,524,15739,0.7050003176821907
drums,27,k16,E_shape_valley,95_70,219,8286,0.8072652667149408
drums,27,k16,E_shape_valley,90_60,429,15312,0.8253657262277951
drums,27,k4,E_occ,95_70,68,158,0.0
drums,27,k4,E_occ,90_60,115,279,0.0
drums,27,k4,E_layer,95_70,0,0,0.0
drums,27,k4,E_layer,90_60,0,0,0.0
drums,27,k4,E_shape_ridge,95_70,59,374,0.1657754010695187
drums,27,k4,E_shape_ridge,90_60,94,637,0.11459968602825746
drums,27,k4,E_shape_valley,95_70,43,215,0.0
drums,27,k4,E_shape_valley,90_60,86,374,0.0
drums,27,k8,E_occ,95_70,274,1101,0.0
drums,27,k8,E_occ,90_60,482,2101,0.08043788672060924
drums,27,k8,E_layer,95_70,1,1,0.0
drums,27,k8,E_layer,90_60,1,1,0.0
drums,27,k8,E_shape_ridge,95_70,229,2437,0.2199425523184243
drums,27,k8,E_shape_ridge,90_60,385,4726,0.3133728311468472
drums,27,k8,E_shape_valley,95_70,150,1531,0.4160679294578707
drums,27,k8,E_shape_valley,90_60,307,3205,0.3644305772230889
drums,27,median_depth,E_occ,95_70,49,32244,0.990013645949634
drums,27,median_depth,E_occ,90_60,48,46393,0.9976073976677516
drums,27,median_depth,E_layer,95_70,49,32244,0.990013645949634
drums,27,median_depth,E_layer,90_60,48,46393,0.9976073976677516
drums,27,median_depth,E_shape_ridge,95_70,49,32244,0.990013645949634
drums,27,median_depth,E_shape_ridge,90_60,48,46393,0.9976073976677516
drums,27,median_depth,E_shape_valley,95_70,49,32244,0.990013645949634
drums,27,median_depth,E_shape_valley,90_60,48,46393,0.9976073976677516
drums,27,no_ids,E_occ,95_70,450,8376,0.5744985673352435
drums,27,no_ids,E_occ,90_60,638,14156,0.6761090703588585
drums,27,no_ids,E_layer,95_70,19,84,0.0
drums,27,no_ids,E_layer,90_60,34,154,0.0
drums,27,no_ids,E_shape_ridge,95_70,467,13360,0.698502994011976
drums,27,no_ids,E_shape_ridge,90_60,608,22794,0.7751162586645608
drums,27,no_ids,E_shape_valley,95_70,63,17952,0.9737633689839572
drums,27,no_ids,E_shape_valley,90_60,109,28521,0.9752813716209109
drums,27,rgb_canny,E_occ,95_70,1047,12339,0.6518356430829079
drums,27,rgb_canny,E_occ,90_60,1047,12339,0.6518356430829079
drums,27,rgb_canny,E_layer,95_70,1047,12339,0.6518356430829079
drums,27,rgb_canny,E_layer,90_60,1047,12339,0.6518356430829079
drums,27,rgb_canny,E_shape_ridge,95_70,1047,12339,0.6518356430829079
drums,27,rgb_canny,E_shape_ridge,90_60,1047,12339,0.6518356430829079
drums,27,rgb_canny,E_shape_valley,95_70,1047,12339,0.6518356430829079
drums,27,rgb_canny,E_shape_valley,90_60,1047,12339,0.6518356430829079
drums,27,shuffled_depths,E_occ,95_70,1942,9631,0.14546776035717993
drums,27,shuffled_depths,E_occ,90_60,2605,18538,0.3424857050382997
drums,27,shuffled_depths,E_layer,95_70,428,593,0.0
drums,27,shuffled_depths,E_layer,90_60,825,1155,0.0
drums,27,shuffled_depths,E_shape_ridge,95_70,3196,12118,0.053391648786928536
drums,27,shuffled_depths,E_shape_ridge,90_60,4144,22871,0.23536356084124
drums,27,shuffled_depths,E_shape_valley,95_70,3520,13264,0.03166465621230398
drums,27,shuffled_depths,E_shape_valley,90_60,4769,23955,0.17098726779378
drums,27,shuffled_ids,E_occ,95_70,458,6059,0.31110744347252023
drums,27,shuffled_ids,E_occ,90_60,687,10885,0.4840606338998622
drums,27,shuffled_ids,E_layer,95_70,19,76,0.0
drums,27,shuffled_ids,E_layer,90_60,33,140,0.0
drums,27,shuffled_ids,E_shape_ridge,95_70,726,2531,0.017779533781114184
drums,27,shuffled_ids,E_shape_ridge,90_60,1238,4518,0.09628154050464807
drums,27,shuffled_ids,E_shape_valley,95_70,404,4525,0.6464088397790055
